question_id,subject,question,focus,type,answer
Q154,,"I am trying to get specific citations for Treatment outcome for PTSD, especially reviews. When I tried to limit using advance search, the response was no finding, which I know is incorrect. Otherwise I get thousands of possibilities. Can you help me limit to that specific  question? ",ptsd,treatment,"Treatment for PTSD involves talk therapy (counseling), medicines, or both.  TALK THERAPY  During talk therapy, you talk with a mental health professional, such as a psychiatrist or therapist, in a calm and accepting setting. They can help you manage your PTSD symptoms. They will also guide you as you work through your feelings about the trauma.  There are many types of talk therapy. One type that is often used for PTSD is called desensitization. During therapy, you are encouraged to remember the traumatic event and express your feelings about it. Over time, memories of the event become less frightening.  During talk therapy, you may also learn ways to relax, especially when you start to have flashbacks.  MEDICINES  Your provider may suggest that you take medicines. They can help ease your depression or anxiety. They can also help you sleep better. Medicines need time to work. Do not stop taking them or change the amount (dosage) you take without talking to your provider. Ask your provider about possible side effects and what to do if you experience them."
Q155,intraductal papilloma,What if you do not have surgery to remove a papilloma?,intraductal papilloma,treatment,"Treatment of breast papillomas often entails surgical duct excision for symptomatic relief and histopathological examination. Recently, more conservative approach has been adapted. MD-assisted microdochectomy should be considered the procedure of choice for a papilloma-related single duct discharge. Furthermore, there is increasing evidence that MD has the potential to reduce the number of duct excision procedures and minimise the extent of surgical resection. Imaging-guided vacuum-assisted core biopsy can be diagnostic and therapeutic for papillomas seen on mammography and/or ultrasound. Patients with multiple papillomas do have an increased risk of developing cancer and should be kept under annual review with regular mammography (preferably digital mammography) if treated conservatively. Magnetic resonance (MR) can be also used in surveillance in view of its high sensitivity. Because the risk is small, long term and affects both breasts, long-term follow-up is more appropriate than prophylactic mastectomy. Patients who prove to have solitary duct papilloma have insufficient increase in the risk of subsequent malignancy to justify routine follow-up. "
Q156,ClinicalTrials.gov - Question - general information,I would like info on my obesity problem and if I can get help,obesity,information,"Obesity means having too much body fat. It is not the same as being overweight, which means weighing too much. A person may be overweight from extra muscle or water, as well as from having too much fat.  Both terms mean that a person's weight is higher than what is thought to be healthy for his or her height."
Q156,ClinicalTrials.gov - Question - general information,I would like info on my obesity problem and if I can get help,obesity,information,"Summary       Obesity means having too much body fat. It is different from being overweight, which means weighing too much. The weight may come from muscle, bone, fat, and/or body water. Both terms mean that a person's weight is greater than what's considered healthy for his or her height.     Obesity occurs over time when you eat more calories than you use. The balance between calories-in and calories-out differs for each person. Factors that might affect your weight include your genetic makeup, overeating, eating high-fat foods, and not being physically active.     Being obese increases your risk of diabetes, heart disease, stroke, arthritis, and some cancers. If you are obese, losing even 5 to 10 percent of your weight can delay or prevent some of these diseases. For example, that means losing 10 to 20 pounds if you weigh 200 pounds.    NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
Q156,ClinicalTrials.gov - Question - general information,I would like info on my obesity problem and if I can get help,obesity,treatment,"CHANGING YOUR LIFESTYLE   An active lifestyle and plenty of exercise, along with healthy eating, is the safest way to lose weight. Even modest weight loss can improve your health. You may need a lot of support from family and friends.  Your main goal should be to learn new, healthy ways of eating and make them part of your daily routine.  Many people find it hard to change their eating habits and behaviors. You may have practiced some habits for so long that you may not even know they are unhealthy, or you do them without thinking. You need to be motivated to make lifestyle changes. Make the behavior change part of your life over the long term. Know that it takes time to make and keep a change in your lifestyle.  Work with your health care provider and dietitian to set realistic, safe daily calorie counts that help you lose weight while staying healthy. Remember that if you drop pounds slowly and steadily, you are more likely to keep them off. Your dietitian can teach you about:  - Healthy food choices  - Healthy snacks  - Reading nutrition labels  - New ways to prepare food  - Portion sizes  - Sweetened drinks    Extreme diets (fewer than 1,100 calories per day) are not thought to be safe or to work very well. These types of diets often do not contain enough vitamins and minerals. Most people who lose weight this way return to overeating and become obese again.  Learn ways to manage stress other than snacking. Examples may be meditation, yoga, or exercise. If you are depressed or stressed a lot, talk to your provider.    MEDICINES AND HERBAL REMEDIES   You may see ads for supplements and herbal remedies that claim they will help you lose weight. Some of these claims may not be true. And some of these supplements can have serious side effects. Talk to your provider before using them.  You can discuss weight loss medicines with your doctor. Many people lose at least 5 pounds by taking these drugs, but they may regain the weight when they stop taking the medicine unless they have made lifestyle changes.   SURGERY   Bariatric (weight-loss) surgery can reduce the risk of certain diseases in people with severe obesity. These risks include:  - Arthritis  - Diabetes  - Heart disease  - High blood pressure  - Sleep apnea  - Some cancers  - Stroke    Surgery may help people who have been very obese for 5 years or more and have not lost weight from other treatments, such as diet, exercise, or medicine.  Surgery alone is not the answer for weight loss. It can train you to eat less, but you still have to do much of the work. You must be committed to diet and exercise after surgery. Talk to your doctor to learn if surgery is a good option for you.  Weight-loss surgeries include:  - Laparoscopic gastric banding  - Gastric bypass surgery  - Sleeve gastrectomy (less common)  - Duodenal switch"
Q157,Esophageal Cancer,I am looking for information about Cancer of the Esophagus and I'm not finding anything on your website.,cancer of the esophagus,information,Esophageal cancer is cancer that starts in the esophagus. This is the tube that moves food from the mouth to the stomach.
Q157,Esophageal Cancer,I am looking for information about Cancer of the Esophagus and I'm not finding anything on your website.,cancer of the esophagus,information,"Summary       The esophagus is a hollow tube that carries food and liquids from your throat to your stomach. Early esophageal cancer usually does not cause symptoms. Later, you may have symptoms such as       - Painful or difficult swallowing    - Weight loss    - A hoarse voice or cough that doesn't go away       You're at greater risk for getting esophageal cancer if you smoke, drink heavily, or have acid reflux. Your risk also goes up as you age     Your doctor uses imaging tests and a biopsy to diagnose esophageal cancer. Treatments include surgery, radiation, and chemotherapy. You might also need nutritional support, since the cancer or treatment may make it hard to swallow.    NIH: National Cancer Institute"
Q157,Esophageal Cancer,I am looking for information about Cancer of the Esophagus and I'm not finding anything on your website.,cancer of the esophagus,information,"Esophageal cancer is a cancer of the esophagus, the hollow tube that carries food and liquids from the throat to the stomach. As the cancer grows, symptoms may include painful or difficult swallowing, weight loss and coughing up blood. The exact cause is usually not known, but both environmental and genetic factors are throught to play a role in the development of this condition. In the United States, risk factors for developing esophageal cancer include smoking, heavy drinking, obesity, and damage from acid reflux. Treatments include surgery, radiation, chemotherapy, and laser therapy. Some patients may also need nutritional support, since the cancer or treatment may make it hard to swallow."
Q158,,pubic lice.  What are some treatments for pubic lice ,pubic lice,treatment,"MEDICINES  Pubic lice are often treated with medicines that contain a substance called permethrin. To use this medicine:  - Thoroughly work the medicine into your pubic hair and surrounding area. Leave it on for at least 5 to 10 minutes, or as directed by your health care provider.  - Rinse well.  - Comb your pubic hair with a fine-toothed comb to remove eggs (nits). Applying vinegar to pubic hair before combing may help loosen the nits.    Most people need only 1 treatment. If a second treatment is needed, it should be done 4 days to 1 week later.  Over-the-counter medicines to treat lice include Rid and Nix. Malathione lotion is another option.  OTHER CARE  While you are treating pubic lice:  - Wash all clothing and bedding in hot water.  - Spray items that cannot be washed with a medicated spray that you can buy at the store. You can also seal items in plastic bags for 10 to 14 days to smother the lice.  - Makes sure anyone with whom you have had sexual contact or shared a bed is treated at the same time.    People with pubic lice should be checked for other sexually-transmitted infections when lice are discovered."
Q159,Obesity Questions,"Hello. My name is [NAME] and I am a junior in high school. I am currently doing a research topic on obesity and was wondering if you would be able to answer a few questions. It would be greatly appreciated if you could! Thank you! 1)What/Who is to blame for obesity? 2)Do you think putting  a tax on junk food will reduce the amount of obese people? Why or why not? 3)How can we prevent obesity? 4)What are the benefits of getting 30 minutes of exercise daily and eating healthy? 5)Should the government be more involved in the help to stop obesity? Why or why not? 6)What is the number one thing we should eat less of/ cut out of our diets? (such as, fats, carbs, sugars,etc)  Thank you for your time!",obesity,cause,"Taking in more calories than your body burns can lead to obesity. This is because the body stores unused calories as fat. Obesity can be caused by:  - Eating more food than your body can use  - Drinking too much alcohol  - Not getting enough exercise    Many obese people who lose large amounts of weight and gain it back think it is their fault. They blame themselves for not having the willpower to keep the weight off. Many people regain more weight than they lost.  Today, we know that biology is a big reason why some people cannot keep the weight off. Some people who live in the same place and eat the same foods become obese, while others do not. Our bodies have a complex system to keep our weight at a healthy level. In some people, this system does not work normally.   The way we eat when we are children can affect the way we eat as adults.   The way we eat over many years becomes a habit. It affects what we eat, when we eat, and how much we eat.   We may feel that we are surrounded by things that make it easy to overeat and hard to stay active.   - Many people feel they do not have time to plan and make healthy meals.  - More people today work desk jobs compared to more active jobs in the past.  - People with little free time may have less time to exercise.    The term eating disorder means a group of medical conditions that have an unhealthy focus on eating, dieting, losing or gaining weight, and body image. A person may be obese, follow an unhealthy diet, and have an eating disorder all at the same time.  Sometimes, medical problems or treatments cause weight gain, including:  - Underactive thyroid (hypothyroidism)  - Medicines such as birth control pills, antidepressants, and antipsychotics    Other things that can cause weight gain are:  - Quitting smoking. Many people who quit smoking gain 4 to 10 pounds in the first 6 months after quitting.  - Stress, anxiety, feeling sad, or not sleeping well  - Menopause. Women may gain 12 to 15 pounds during menopause.  - Pregnancy. Women may not lose the weight they gained during pregnancy."
Q159,Obesity Questions,"Hello. My name is [NAME] and I am a junior in high school. I am currently doing a research topic on obesity and was wondering if you would be able to answer a few questions. It would be greatly appreciated if you could! Thank you! 1)What/Who is to blame for obesity? 2)Do you think putting  a tax on junk food will reduce the amount of obese people? Why or why not? 3)How can we prevent obesity? 4)What are the benefits of getting 30 minutes of exercise daily and eating healthy? 5)Should the government be more involved in the help to stop obesity? Why or why not? 6)What is the number one thing we should eat less of/ cut out of our diets? (such as, fats, carbs, sugars,etc)  Thank you for your time!",obesity,treatment,"CHANGING YOUR LIFESTYLE   An active lifestyle and plenty of exercise, along with healthy eating, is the safest way to lose weight. Even modest weight loss can improve your health. You may need a lot of support from family and friends.  Your main goal should be to learn new, healthy ways of eating and make them part of your daily routine.  Many people find it hard to change their eating habits and behaviors. You may have practiced some habits for so long that you may not even know they are unhealthy, or you do them without thinking. You need to be motivated to make lifestyle changes. Make the behavior change part of your life over the long term. Know that it takes time to make and keep a change in your lifestyle.  Work with your health care provider and dietitian to set realistic, safe daily calorie counts that help you lose weight while staying healthy. Remember that if you drop pounds slowly and steadily, you are more likely to keep them off. Your dietitian can teach you about:  - Healthy food choices  - Healthy snacks  - Reading nutrition labels  - New ways to prepare food  - Portion sizes  - Sweetened drinks    Extreme diets (fewer than 1,100 calories per day) are not thought to be safe or to work very well. These types of diets often do not contain enough vitamins and minerals. Most people who lose weight this way return to overeating and become obese again.  Learn ways to manage stress other than snacking. Examples may be meditation, yoga, or exercise. If you are depressed or stressed a lot, talk to your provider.    MEDICINES AND HERBAL REMEDIES   You may see ads for supplements and herbal remedies that claim they will help you lose weight. Some of these claims may not be true. And some of these supplements can have serious side effects. Talk to your provider before using them.  You can discuss weight loss medicines with your doctor. Many people lose at least 5 pounds by taking these drugs, but they may regain the weight when they stop taking the medicine unless they have made lifestyle changes.   SURGERY   Bariatric (weight-loss) surgery can reduce the risk of certain diseases in people with severe obesity. These risks include:  - Arthritis  - Diabetes  - Heart disease  - High blood pressure  - Sleep apnea  - Some cancers  - Stroke    Surgery may help people who have been very obese for 5 years or more and have not lost weight from other treatments, such as diet, exercise, or medicine.  Surgery alone is not the answer for weight loss. It can train you to eat less, but you still have to do much of the work. You must be committed to diet and exercise after surgery. Talk to your doctor to learn if surgery is a good option for you.  Weight-loss surgeries include:  - Laparoscopic gastric banding  - Gastric bypass surgery  - Sleeve gastrectomy (less common)  - Duodenal switch"
Q160,mailed information on Lynch syndrome,Please mail me information of Lynch Syndrome as I do not have a computer and my doctor has told me that I have this.,lynch syndrome,information,"Lynch syndrome is an inherited condition that causes an increased risk of developing cancer. Individuals with Lynch syndrome have a higher risk of developing colon and rectal cancer, as well as cancers of the stomach, small intestine, liver, gallbladder ducts, upper urinary tract, brain, skin, and prostate. Women with Lynch syndrome also have a high risk of developing uterine cancer (also called endometrial cancer) and ovarian cancer. Even though the disorder was originally described as not involving noncancerous (benign) growths (polyps) in the colon, people with Lynch syndrome may occasionally have colon polyps. Lynch syndrome has an autosomal dominant pattern of inheritance and is caused by a mutation in the MLH1, MSH2, MSH6, PMS2 or EPCAM gene."
Q160,mailed information on Lynch syndrome,Please mail me information of Lynch Syndrome as I do not have a computer and my doctor has told me that I have this.,lynch syndrome,information,"Lynch syndrome, often called hereditary nonpolyposis colorectal cancer (HNPCC), is an inherited disorder that increases the risk of many types of cancer, particularly cancers of the colon (large intestine) and rectum, which are collectively referred to as colorectal cancer. People with Lynch syndrome also have an increased risk of cancers of the stomach, small intestine, liver, gallbladder ducts, upper urinary tract, brain, and skin. Additionally, women with this disorder have a high risk of cancer of the ovaries and lining of the uterus (the endometrium). People with Lynch syndrome may occasionally have noncancerous (benign) growths (polyps) in the colon, called colon polyps. In individuals with this disorder, colon polyps occur earlier but not in greater numbers than they do in the general population."
Q161,Glaucoma,"Can you mail me patient information about Glaucoma, I was recently diagnosed and want to learn all I can about the disease.",glaucoma,information,"Glaucoma is a group of eye conditions that can damage the optic nerve. This nerve sends the images you see to your brain.  Most often, optic nerve damage is caused by increased pressure in the eye. This is called intraocular pressure.       Watch this video about:   Glaucoma"
Q161,Glaucoma,"Can you mail me patient information about Glaucoma, I was recently diagnosed and want to learn all I can about the disease.",glaucoma,information,"Summary       Glaucoma is a group of diseases that can damage the eye's optic nerve. It is a leading cause of blindness in the United States. It usually happens when the fluid pressure inside the eyes slowly rises, damaging the optic nerve. Often there are no symptoms at first. Without treatment, people with glaucoma will slowly lose their peripheral, or side vision. They seem to be looking through a tunnel. Over time, straight-ahead vision may decrease until no vision remains.    A comprehensive eye exam can tell if you have glaucoma. People at risk should get eye exams at least every two years. They include       -  African Americans over age 40    -  People over age 60, especially Mexican Americans    -  People with a family history of glaucoma       There is no cure, but glaucoma can usually be controlled. Early treatment can help protect your eyes against vision loss. Treatments usually include prescription eyedrops and/or surgery.    NIH: National Eye Institute"
Q161,Glaucoma,"Can you mail me patient information about Glaucoma, I was recently diagnosed and want to learn all I can about the disease.",glaucoma,information,"Glaucoma is a group of diseases that can damage the eye's optic nerve and result in vision loss and blindness. While glaucoma can strike anyone, the risk is much greater for people over 60. How Glaucoma Develops  There are several different types of glaucoma. Most of these involve the drainage system within the eye. At the front of the eye there is a small space called the anterior chamber. A clear fluid flows through this chamber and bathes and nourishes the nearby tissues. (Watch the video to learn more about glaucoma. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) In glaucoma, for still unknown reasons, the fluid drains too slowly out of the eye. As the fluid builds up, the pressure inside the eye rises. Unless this pressure is controlled, it may cause damage to the optic nerve and other parts of the eye and result in loss of vision. Open-angle Glaucoma The most common type of glaucoma is called open-angle glaucoma. In the normal eye, the clear fluid leaves the anterior chamber at the open angle where the cornea and iris meet. When fluid reaches the angle, it flows through a spongy meshwork, like a drain, and leaves the eye. Sometimes, when the fluid reaches the angle, it passes too slowly through the meshwork drain, causing the pressure inside the eye to build. If the pressure damages the optic nerve, open-angle glaucoma -- and vision loss -- may result. There is no cure for glaucoma. Vision lost from the disease cannot be restored. However, there are treatments that may save remaining vision. That is why early diagnosis is important.  See this graphic for a quick overview of glaucoma,  including how many people it affects, who’s at risk, what to do if you have it, and how to learn more.  See a glossary of glaucoma terms."
Q161,Glaucoma,"Can you mail me patient information about Glaucoma, I was recently diagnosed and want to learn all I can about the disease.",glaucoma,information,"Glaucoma is a group of diseases that can damage the eye's optic nerve and result in vision loss and blindness. The most common form of the disease is open-angle glaucoma. With early treatment, you can often protect your eyes against serious vision loss. (Watch the video to learn more about glaucoma. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.)  See this graphic for a quick overview of glaucoma, including how many people it affects, who’s at risk, what to do if you have it, and how to learn more.  See a glossary of glaucoma terms."
Q161,Glaucoma,"Can you mail me patient information about Glaucoma, I was recently diagnosed and want to learn all I can about the disease.",glaucoma,information,"Through studies in the laboratory and with patients, the National Eye Institute is seeking better ways to detect, treat, and prevent vision loss in people with glaucoma. For example, researchers have discovered genes that could help explain how glaucoma damages the eye. NEI also is supporting studies to learn more about who is likely to get glaucoma, when to treat people who have increased eye pressure, and which treatment to use first."
Q162,,EMAIL: [EMAIL]  Hello - I suspect my son has Cushing's Syndrome. His recent U-Creatinine Excretion 24 hr urine test showed 21.6H nnol/d. The lab range for normal is 7.0-17.0. I suspect this may be the result of muscle waste. Can you please tell me what this measure means in terms of the scale of the result - what does this difference represent and what can be expected as a result. Also how can we determine whether it is muscle waste that is the issue? Please help ,cushing's syndrome,diagnosis,"Diagnosis is based on a review of a person's medical history, a physical examination, and laboratory tests. X-rays of the adrenal or pituitary glands can be useful in locating tumors."
Q163,,spina bifida; vertbral fusion;syrinx tethered cord. can u help for treatment of these problem ,spina bifida,treatment,"These resources address the diagnosis or management of spina bifida:  - Benioff Children's Hospital, University of California, San Francisco: Treatment of Spina Bifida  - Centers for Disease Control and Prevention: Living with Spina Bifida  - GeneFacts: Spina Bifida: Diagnosis  - GeneFacts: Spina Bifida: Management  - Genetic Testing Registry: Neural tube defect  - Genetic Testing Registry: Neural tube defects, folate-sensitive  - Spina Bifida Association: Urologic Care and Management  - University of California, San Francisco Fetal Treatment Center   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care"
Q163,,spina bifida; vertbral fusion;syrinx tethered cord. can u help for treatment of these problem ,spina bifida,treatment,"There is no cure for SB because the nerve tissue cannot be replaced or repaired. Treatment for the variety of effects of SB may include surgery, medication, and physiotherapy. Many individuals with SB will need assistive devices such as braces, crutches, or wheelchairs. Ongoing therapy, medical care, and/or surgical treatments may be necessary to prevent and manage complications throughout the individual's life. Surgery to close the newborn's spinal opening is generally performed within 24 hours after birth to minimize the risk of infection and to preserve existing function in the spinal cord."
Q164,gilberts diseases,"my name is [NAME].  5days later i admitted in a hospital in treatment of viral fever.In hospital lot of tests blood,urine,ultrasound scan.In all tests my organs (lever,kidney,etc) are normal but my bilirubin Total is higher than normal. In my admission in hospital bilirubin is 3.2. Day by day my bilirubin decreased in the way of 2.8, 2.6, 2.4, 2.6, 2.5, respectevely. The other contents of blood and urine are normal at all. Hepatitis A,B,C are also negative.Today  Bilirubin direct  is 0.8. Doctor says it is Gilberts disease. Sir what can i do?. what is the reason for this?. what is your opinion sir? please reply soon .",gilberts disease,treatment,No treatment is necessary for Gilbert disease.
Q164,gilberts diseases,"my name is [NAME].  5days later i admitted in a hospital in treatment of viral fever.In hospital lot of tests blood,urine,ultrasound scan.In all tests my organs (lever,kidney,etc) are normal but my bilirubin Total is higher than normal. In my admission in hospital bilirubin is 3.2. Day by day my bilirubin decreased in the way of 2.8, 2.6, 2.4, 2.6, 2.5, respectevely. The other contents of blood and urine are normal at all. Hepatitis A,B,C are also negative.Today  Bilirubin direct  is 0.8. Doctor says it is Gilberts disease. Sir what can i do?. what is the reason for this?. what is your opinion sir? please reply soon .",gilberts disease,treatment,These resources address the diagnosis or management of Gilbert syndrome:  - Genetic Testing Registry: Gilbert's syndrome   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care
Q164,gilberts diseases,"my name is [NAME].  5days later i admitted in a hospital in treatment of viral fever.In hospital lot of tests blood,urine,ultrasound scan.In all tests my organs (lever,kidney,etc) are normal but my bilirubin Total is higher than normal. In my admission in hospital bilirubin is 3.2. Day by day my bilirubin decreased in the way of 2.8, 2.6, 2.4, 2.6, 2.5, respectevely. The other contents of blood and urine are normal at all. Hepatitis A,B,C are also negative.Today  Bilirubin direct  is 0.8. Doctor says it is Gilberts disease. Sir what can i do?. what is the reason for this?. what is your opinion sir? please reply soon .",gilberts disease,cause,"An abnormal gene you inherit from your parents causes Gilbert's syndrome. The gene normally controls an enzyme that helps break down bilirubin in your liver. With an ineffective gene, excess amounts of bilirubin build in your blood. How the body normally processes bilirubin  Bilirubin is a yellowish pigment made when your body breaks down old red blood cells. Bilirubin travels through your bloodstream to the liver, where normally an enzyme breaks down the bilirubin and removes it from the bloodstream.  The bilirubin passes from the liver into the intestines with bile. It's then excreted in stool. A small amount of bilirubin remains in the blood. How the abnormal gene is passed through families  The abnormal gene that causes Gilbert's syndrome is common. Many people carry one copy of this gene. In most cases, two abnormal copies are needed to cause Gilbert's syndrome."
Q165,ks,hi doctor my name is [NAME] m from [LOCATION] its almost a 2yrs i m not getting pregnant.. i have done few tests of my husband the sperm count is nil and i have done molecular biology karyotyping test and its a klinefelter syndrome. is dere any chance of getting pregnant? is dere any treatment for this ?please kindly help me.....if u need more details i would send u d reports( sir pls help me),klinefelter syndrome,treatment,"Treatment depends on the source of the problem, but may involve:  - Injections of testosterone (in males)   - Slow-release testosterone skin patch (in males)  - Testosterone gels (in males)  - Estrogen and progesterone pills or skin patches (in females)  - GnRH injections"
Q165,ks,hi doctor my name is [NAME] m from [LOCATION] its almost a 2yrs i m not getting pregnant.. i have done few tests of my husband the sperm count is nil and i have done molecular biology karyotyping test and its a klinefelter syndrome. is dere any chance of getting pregnant? is dere any treatment for this ?please kindly help me.....if u need more details i would send u d reports( sir pls help me),klinefelter syndrome,treatment,"Testosterone therapy may be prescribed. This can help:  - Grow body hair  - Improve appearance of muscles  - Improve concentration  - Improve mood and self esteem  - Increase energy and sex drive  - Increase strength    Most men with this syndrome are not able to get a woman pregnant. But, an infertility specialist may be able to help. Seeing a doctor called an endocrinologist may also be helpful."
Q165,ks,hi doctor my name is [NAME] m from [LOCATION] its almost a 2yrs i m not getting pregnant.. i have done few tests of my husband the sperm count is nil and i have done molecular biology karyotyping test and its a klinefelter syndrome. is dere any chance of getting pregnant? is dere any treatment for this ?please kindly help me.....if u need more details i would send u d reports( sir pls help me),klinefelter syndrome,treatment,"These resources address the diagnosis or management of Klinefelter syndrome:  - Genetic Testing Registry: Klinefelter's syndrome, XXY  - MedlinePlus Encyclopedia: Klinefelter Syndrome  - MedlinePlus Encyclopedia: Testicular Failure   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care"
Q166,,"Breast cancer at 84.  My mother was just diagnost with breast cancer. She is 84 years old, her tumor started in the milk duct and is small in size, their is a mass as well in the same breast. He is scheduled for a lumpectomy to remove both. Because of age we would like suggestions on treatment options after surgery. ",breast cancer,treatment,"Treatment is based on many factors, including:  - Type and stage of the cancer  - Whether the cancer is sensitive to certain hormones  - Whether the cancer overproduces (overexpresses) the HER2/neu gene    Cancer treatments may include:  - Chemotherapy, which uses medicines to kill cancer cells.  - Radiation therapy, which is used to destroy cancerous tissue.  - Surgery to remove cancerous tissue: A lumpectomy removes the breast lump; mastectomy removes all or part of the breast and possibly nearby structures.  - Targeted therapy uses medicine to attack the gene changes in cancer cells. Hormone therapy is an example of targeted therapy. It blocks certain hormones that fuel cancer growth.     Cancer treatment can be local or systemic:  - Local treatments involve only the area of disease. Radiation and surgery are forms of local treatment. They are most effective when the cancer has not spread outside the breast.  - Systemic treatments affect the entire body. Chemotherapy and hormonal therapy are types of systemic treatment.    Most women receive a combination of treatments. For women with stage I, II, or III breast cancer, the main goal is to treat the cancer and prevent it from returning (curing). For women with stage IV cancer, the goal is to improve symptoms and help them live longer. In most cases, stage IV breast cancer cannot be cured.  - Stage 0 and ductal carcinoma -- Lumpectomy plus radiation or mastectomy is the standard treatment.  - Stage I and II -- Lumpectomy plus radiation or mastectomy with lymph node removal is the standard treatment. Chemotherapy, hormonal therapy, and other targeted therapy may also be used after surgery.  - Stage III -- Treatment involves surgery, possibly followed by chemotherapy, hormone therapy, and other targeted therapy.  - Stage IV -- Treatment may involve surgery, radiation, chemotherapy, hormone therapy, other targeted therapy, or a combination of these treatments.    After treatment, some women continue to take medicines for a time. All women continue to have blood tests, mammograms, and other tests after treatment.  Women who have had a mastectomy may have reconstructive breast surgery. This will be done either at the time of mastectomy or later."
Q166,,"Breast cancer at 84.  My mother was just diagnost with breast cancer. She is 84 years old, her tumor started in the milk duct and is small in size, their is a mass as well in the same breast. He is scheduled for a lumpectomy to remove both. Because of age we would like suggestions on treatment options after surgery. ",breast cancer,treatment,These resources address the diagnosis or management of breast cancer:  - Gene Review: Gene Review: BRCA1 and BRCA2 Hereditary Breast/Ovarian Cancer  - Gene Review: Gene Review: Hereditary Diffuse Gastric Cancer  - Gene Review: Gene Review: Li-Fraumeni Syndrome  - Gene Review: Gene Review: PTEN Hamartoma Tumor Syndrome (PHTS)  - Gene Review: Gene Review: Peutz-Jeghers Syndrome  - Genetic Testing Registry: Familial cancer of breast  - Genomics Education Programme (UK): Hereditary Breast and Ovarian Cancer  - National Cancer Institute: Breast Cancer Risk Assessment Tool  - National Cancer Institute: Genetic Testing for BRCA1 and BRCA2: It's Your Choice  - National Cancer Institute: Genetic Testing for Hereditary Cancer Syndromes   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care
Q166,,"Breast cancer at 84.  My mother was just diagnost with breast cancer. She is 84 years old, her tumor started in the milk duct and is small in size, their is a mass as well in the same breast. He is scheduled for a lumpectomy to remove both. Because of age we would like suggestions on treatment options after surgery. ",breast cancer,treatment,"There are many treatment options for women with breast cancer. The choice of treatment depends on your age and general health, the stage of the cancer, whether or not it has spread beyond the breast, and other factors. If tests show that you have cancer, you should talk with your doctor and make treatment decisions as soon as possible. Studies show that early treatment leads to better outcomes. Working With a Team of Specialists People with cancer often are treated by a team of specialists. The team will keep the primary doctor informed about the patient's progress. The team may include a medical oncologist who is a specialist in cancer treatment, a surgeon, a radiation oncologist who is a specialist in radiation therapy, and others. Before starting treatment, you may want another doctor to review the diagnosis and treatment plan. Some insurance companies require a second opinion. Others may pay for a second opinion if you request it. (Watch the video about this breast cancer survivor's treatment. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) Clinical Trials for Breast Cancer Some breast cancer patients take part in studies of new treatments. These studies, called clinical trials, are designed to find out whether a new treatment is both safe and effective. Often, clinical trials compare a new treatment with a standard one so that doctors can learn which is more effective. Women with breast cancer who are interested in taking part in a clinical trial should talk to their doctor. The U.S. National Institutes of Health, through its National Library of Medicine and other Institutes, maintains a database of clinical trials at ClinicalTrials.gov. See a list of the current clinical trials on breast cancer."
